ensg	name
ENSMUSG00000022500	Litaf
ENSMUSG00000026686	Lmx1a
ENSMUSG00000038765	Lmx1b
ENSMUSG00000034041	Lyl1
ENSMUSG00000036306	Lzts1
ENSMUSG00000035342	Lzts2
ENSMUSG00000037703	Lzts3
ENSMUSG00000055435	Maf
ENSMUSG00000047591	Mafa
ENSMUSG00000074622	Mafb
ENSMUSG00000042622	Maff
ENSMUSG00000051510	Mafg
ENSMUSG00000018143	Mafk
ENSMUSG00000059436	Max
ENSMUSG00000030678	Maz
ENSMUSG00000024561	Mbd1
ENSMUSG00000024513	Mbd2
ENSMUSG00000035478	Mbd3
ENSMUSG00000030322	Mbd4
ENSMUSG00000036792	Mbd5
ENSMUSG00000025409	Mbd6
ENSMUSG00000046873	Mbtps2
ENSMUSG00000027684	Mecom
ENSMUSG00000031393	Mecp2
ENSMUSG00000030557	Mef2a
ENSMUSG00000079033	Mef2b
ENSMUSG00000005583	Mef2c
ENSMUSG00000001419	Mef2d
ENSMUSG00000020160	Meis1
ENSMUSG00000027210	Meis2
ENSMUSG00000041420	Meis3
ENSMUSG00000001493	Meox1
ENSMUSG00000036144	Meox2
ENSMUSG00000030544	Mesp1
ENSMUSG00000030543	Mesp2
ENSMUSG00000033943	Mga
ENSMUSG00000028522	Mier1
ENSMUSG00000032727	Mier3
ENSMUSG00000035158	Mitf
ENSMUSG00000026497	Mixl1
ENSMUSG00000061013	Mkx
ENSMUSG00000017801	Mlx
ENSMUSG00000038342	Mlxip
ENSMUSG00000005373	Mlxipl
ENSMUSG00000000282	Mnt
ENSMUSG00000001566	Mnx1
ENSMUSG00000024181	Mrpl28
ENSMUSG00000025930	Msc
ENSMUSG00000047002	Msgn1
ENSMUSG00000048450	Msx1
ENSMUSG00000021469	Msx2
ENSMUSG00000025469	Msx3
ENSMUSG00000021144	Mta1
ENSMUSG00000071646	Mta2
ENSMUSG00000055817	Mta3
ENSMUSG00000028890	Mtf1
ENSMUSG00000001156	Mxd1
ENSMUSG00000021485	Mxd3
ENSMUSG00000037235	Mxd4
ENSMUSG00000025025	Mxi1
ENSMUSG00000019982	Myb
ENSMUSG00000025912	Mybl1
ENSMUSG00000017861	Mybl2
ENSMUSG00000022346	Myc
ENSMUSG00000028654	Mycl
ENSMUSG00000037169	Mycn
ENSMUSG00000044597	Mycs
ENSMUSG00000000435	Myf5
ENSMUSG00000035923	Myf6
ENSMUSG00000037730	Mynn
ENSMUSG00000009471	Myod1
ENSMUSG00000026459	Myog
ENSMUSG00000036098	Myrf
ENSMUSG00000034057	Myrfl
ENSMUSG00000062627	Mysm1
ENSMUSG00000010505	Myt1
ENSMUSG00000061911	Myt1l
ENSMUSG00000030380	Mzf1
ENSMUSG00000001053	N4bp3
ENSMUSG00000012396	Nanog
ENSMUSG00000020647	Ncoa1
ENSMUSG00000005886	Ncoa2
ENSMUSG00000027678	Ncoa3
ENSMUSG00000018501	Ncor1
ENSMUSG00000029478	Ncor2
ENSMUSG00000039396	Neil3
ENSMUSG00000034701	Neurod1
ENSMUSG00000038255	Neurod2
ENSMUSG00000048015	Neurod4
ENSMUSG00000037984	Neurod6
ENSMUSG00000048904	Neurog1
ENSMUSG00000027967	Neurog2
ENSMUSG00000044312	Neurog3
ENSMUSG00000003847	Nfat5
ENSMUSG00000033016	Nfatc1
ENSMUSG00000027544	Nfatc2
ENSMUSG00000031902	Nfatc3
ENSMUSG00000023411	Nfatc4
ENSMUSG00000058794	Nfe2
ENSMUSG00000038615	Nfe2l1
ENSMUSG00000015839	Nfe2l2
ENSMUSG00000029832	Nfe2l3
ENSMUSG00000028565	Nfia
ENSMUSG00000008575	Nfib
ENSMUSG00000055053	Nfic
ENSMUSG00000056749	Nfil3
ENSMUSG00000001911	Nfix
ENSMUSG00000028163	Nfkb1
ENSMUSG00000025225	Nfkb2
ENSMUSG00000028423	Nfx1
ENSMUSG00000072889	Nfxl1
ENSMUSG00000023994	Nfya
ENSMUSG00000020248	Nfyb
ENSMUSG00000032897	Nfyc
ENSMUSG00000051251	Nhlh1
ENSMUSG00000048540	Nhlh2
ENSMUSG00000029112	Nkx1-1
ENSMUSG00000048528	Nkx1-2
ENSMUSG00000001496	Nkx2-1
ENSMUSG00000027434	Nkx2-2
ENSMUSG00000044220	Nkx2-3
ENSMUSG00000054160	Nkx2-4
ENSMUSG00000015579	Nkx2-5
ENSMUSG00000044186	Nkx2-6
ENSMUSG00000058669	Nkx2-9
ENSMUSG00000022061	Nkx3-1
ENSMUSG00000049691	Nkx3-2
ENSMUSG00000035187	Nkx6-1
ENSMUSG00000041309	Nkx6-2
ENSMUSG00000063672	Nkx6-3
ENSMUSG00000029736	Nobox
ENSMUSG00000068302	Noto
ENSMUSG00000001988	Npas1
ENSMUSG00000026077	Npas2
ENSMUSG00000021010	Npas3
ENSMUSG00000025056	Nr0b1
ENSMUSG00000037583	Nr0b2
ENSMUSG00000020889	Nr1d1
ENSMUSG00000021775	Nr1d2
ENSMUSG00000060601	Nr1h2
ENSMUSG00000002108	Nr1h3
ENSMUSG00000047638	Nr1h4
ENSMUSG00000048938	Nr1h5
ENSMUSG00000022809	Nr1i2
ENSMUSG00000005677	Nr1i3
ENSMUSG00000005897	Nr2c1
ENSMUSG00000005893	Nr2c2
ENSMUSG00000019803	Nr2e1
ENSMUSG00000032292	Nr2e3
ENSMUSG00000069171	Nr2f1
ENSMUSG00000030551	Nr2f2
ENSMUSG00000002393	Nr2f6
ENSMUSG00000024431	Nr3c1
ENSMUSG00000031618	Nr3c2
ENSMUSG00000023034	Nr4a1
ENSMUSG00000026826	Nr4a2
ENSMUSG00000028341	Nr4a3
ENSMUSG00000026751	Nr5a1
ENSMUSG00000026398	Nr5a2
ENSMUSG00000063972	Nr6a1
ENSMUSG00000058440	Nrf1
ENSMUSG00000040632	Nrl
ENSMUSG00000057406	Nsd2
ENSMUSG00000022009	Nufip1
ENSMUSG00000054310	Obox1
ENSMUSG00000074369	Obox2
ENSMUSG00000066772	Obox3
ENSMUSG00000044538	Obox3-ps8
ENSMUSG00000074366	Obox5
ENSMUSG00000041583	Obox6
ENSMUSG00000055942	Obox7
ENSMUSG00000046160	Olig1
ENSMUSG00000039830	Olig2
ENSMUSG00000045591	Olig3
ENSMUSG00000043013	Onecut1
ENSMUSG00000045991	Onecut2
ENSMUSG00000045518	Onecut3
ENSMUSG00000048387	Osr1
ENSMUSG00000022330	Osr2
ENSMUSG00000021685	Otp
ENSMUSG00000005917	Otx1
ENSMUSG00000021848	Otx2
ENSMUSG00000024922	Ovol1
ENSMUSG00000037279	Ovol2
ENSMUSG00000020453	Patz1
ENSMUSG00000037034	Pax1
ENSMUSG00000004231	Pax2
ENSMUSG00000004872	Pax3
ENSMUSG00000029706	Pax4
ENSMUSG00000014030	Pax5
ENSMUSG00000027168	Pax6
ENSMUSG00000028736	Pax7
ENSMUSG00000026976	Pax8
ENSMUSG00000001497	Pax9
ENSMUSG00000042323	Pbrm1
ENSMUSG00000052534	Pbx1
ENSMUSG00000034673	Pbx2
ENSMUSG00000038718	Pbx3
ENSMUSG00000031860	Pbx4
ENSMUSG00000029644	Pdx1
ENSMUSG00000002265	Peg3
ENSMUSG00000031870	Pgr
ENSMUSG00000038116	Phf20
ENSMUSG00000007946	Phox2a
ENSMUSG00000012520	Phox2b
ENSMUSG00000032405	Pias1
ENSMUSG00000025423	Pias2
ENSMUSG00000028101	Pias3
ENSMUSG00000004934	Pias4
ENSMUSG00000021506	Pitx1
ENSMUSG00000028023	Pitx2
ENSMUSG00000025229	Pitx3
ENSMUSG00000006705	Pknox1
ENSMUSG00000035934	Pknox2
ENSMUSG00000003282	Plag1
ENSMUSG00000019817	Plagl1
ENSMUSG00000051413	Plagl2
ENSMUSG00000026098	Pms1
ENSMUSG00000004842	Pou1f1
ENSMUSG00000026565	Pou2f1
ENSMUSG00000008496	Pou2f2
ENSMUSG00000032015	Pou2f3
ENSMUSG00000045515	Pou3f3
ENSMUSG00000056854	Pou3f4
ENSMUSG00000048349	Pou4f1
ENSMUSG00000031688	Pou4f2
ENSMUSG00000024497	Pou4f3
ENSMUSG00000024406	Pou5f1
ENSMUSG00000009739	Pou6f1
ENSMUSG00000009734	Pou6f2
ENSMUSG00000022383	Ppara
ENSMUSG00000002250	Ppard
ENSMUSG00000000440	Pparg
ENSMUSG00000038151	Prdm1
ENSMUSG00000042496	Prdm10
ENSMUSG00000079466	Prdm12
ENSMUSG00000040478	Prdm13
ENSMUSG00000042414	Prdm14
ENSMUSG00000014039	Prdm15
ENSMUSG00000039410	Prdm16
ENSMUSG00000057637	Prdm2
ENSMUSG00000035529	Prdm4
ENSMUSG00000029913	Prdm5
ENSMUSG00000069378	Prdm6
ENSMUSG00000035456	Prdm8
ENSMUSG00000045302	Preb
ENSMUSG00000044542	Prop1
ENSMUSG00000010175	Prox1
ENSMUSG00000042320	Prox2
