ensg	name
ENSG00000102226	USP11
ENSG00000197275	RAD54B
ENSG00000135655	USP15
ENSG00000171311	EXOSC1
ENSG00000143815	LBR
ENSG00000196591	HDAC2
ENSG00000120616	EPC1
ENSG00000112983	BRD8
ENSG00000078487	ZCWPW1
ENSG00000116539	ASH1L
ENSG00000112511	PHF1
ENSG00000080603	SRCAP
ENSG00000156860	FBRS
ENSG00000123737	EXOSC9
ENSG00000170364	SETMAR
ENSG00000258315	C17orf49
ENSG00000126457	PRMT1
ENSG00000205581	HMGN1
ENSG00000163322	FAM175A
ENSG00000079387	SENP1
ENSG00000141582	CBX4
ENSG00000173894	CBX2
ENSG00000122779	TRIM24
ENSG00000198604	BAZ1A
ENSG00000198646	NCOA6
ENSG00000174579	MSL2
ENSG00000100393	EP300
ENSG00000068024	HDAC4
ENSG00000164091	WDR82
ENSG00000115241	PPM1G
ENSG00000102054	RBBP7
ENSG00000106462	EZH2
ENSG00000115274	INO80B
ENSG00000128573	FOXP2
ENSG00000111707	SUDS3
ENSG00000089902	RCOR1
ENSG00000107371	EXOSC3
ENSG00000118418	HMGN3
ENSG00000134852	CLOCK
ENSG00000163930	BAP1
ENSG00000121481	RNF2
ENSG00000167657	DAPK3
ENSG00000168137	SETD5
ENSG00000186532	SMYD4
ENSG00000032219	ARID4A
ENSG00000127483	HP1BP3
ENSG00000163935	SFMBT1
ENSG00000198945	L3MBTL3
ENSG00000172288	CDY1
ENSG00000182979	MTA1
ENSG00000130816	DNMT1
ENSG00000134627	PIWIL4
ENSG00000134014	ELP3
ENSG00000147050	KDM6A
ENSG00000118058	KMT2A
ENSG00000120071	KANSL1
ENSG00000256453	DND1
ENSG00000006459	KDM7A
ENSG00000175054	ATR
ENSG00000077463	SIRT6
ENSG00000086758	HUWE1
ENSG00000158806	NPM2
ENSG00000104313	EYA1
ENSG00000107625	DDX50
ENSG00000160953	MUM1
ENSG00000198586	TLK1
ENSG00000041880	PARP3
ENSG00000077721	UBE2A
ENSG00000162409	PRKAA2
ENSG00000153147	SMARCA5
ENSG00000188895	MSL1
ENSG00000101189	MRGBP
ENSG00000151332	MBIP
ENSG00000147162	OGT
ENSG00000172943	PHF8
ENSG00000120539	MASTL
ENSG00000146285	SCML4
ENSG00000166446	CDYL2
ENSG00000171634	BPTF
ENSG00000112130	RNF8
ENSG00000108799	EZH1
ENSG00000120533	ENY2
ENSG00000134574	DDB2
ENSG00000101442	ACTR5
ENSG00000127663	KDM4B
ENSG00000177602	GSG2
ENSG00000146247	PHIP
ENSG00000137948	BRDT
ENSG00000162971	TYW5
ENSG00000112787	FBRSL1
ENSG00000177189	RPS6KA3
ENSG00000082014	SMARCD3
ENSG00000168078	PBK
ENSG00000178279	TNP2
ENSG00000147130	ZMYM3
ENSG00000141570	CBX8
ENSG00000189091	SF3B3
ENSG00000055483	USP36
ENSG00000111725	PRKAB1
ENSG00000205307	SAP25
ENSG00000100601	ALKBH1
ENSG00000153487	ING1
ENSG00000161405	IKZF3
ENSG00000159692	CTBP1
ENSG00000180628	PCGF5
ENSG00000139618	BRCA2
ENSG00000105821	DNAJC2
ENSG00000153046	CDYL
ENSG00000183878	UTY
ENSG00000155363	MOV10
ENSG00000102974	CTCF
ENSG00000124151	NCOA3
ENSG00000177200	CHD9
ENSG00000145391	SETD7
ENSG00000136169	SETDB2
ENSG00000186462	NAP1L2
ENSG00000183576	SETD3
ENSG00000114166	KAT2B
ENSG00000184402	SS18L1
ENSG00000276043	UHRF1
ENSG00000143499	SMYD2
ENSG00000008083	JARID2
ENSG00000176871	WSB2
ENSG00000145241	CENPC
ENSG00000152784	PRDM8
ENSG00000124092	CTCFL
ENSG00000119403	PHF19
ENSG00000118900	UBN1
ENSG00000165702	GFI1B
ENSG00000100811	YY1
ENSG00000132356	PRKAA1
ENSG00000109819	PPARGC1A
ENSG00000140632	GLYR1
ENSG00000142453	CARM1
ENSG00000132780	NASP
ENSG00000117697	NSL1
ENSG00000186280	KDM4D
ENSG00000235268	KDM4E
ENSG00000111676	ATN1
ENSG00000171720	HDAC3
ENSG00000019485	PRDM11
ENSG00000132275	RRP8
ENSG00000100429	HDAC10
ENSG00000132600	PRMT7
ENSG00000100395	L3MBTL2
ENSG00000177889	UBE2N
ENSG00000149480	MTA2
ENSG00000166987	MBD6
ENSG00000114982	KANSL3
ENSG00000178966	RMI1
ENSG00000156256	USP16
ENSG00000103549	RNF40
ENSG00000167491	GATAD2A
ENSG00000160679	CHTOP
ENSG00000008324	SS18L2
ENSG00000157212	PAXIP1
ENSG00000204227	RING1
ENSG00000105202	FBL
ENSG00000083168	KAT6A
ENSG00000162521	RBBP4
ENSG00000159267	HLCS
ENSG00000115593	SMYD1
ENSG00000143373	ZNF687
ENSG00000163932	PRKCD
ENSG00000154655	L3MBTL4
ENSG00000107077	KDM4C
ENSG00000166313	APBB1
ENSG00000121067	SPOP
ENSG00000099381	SETD1A
ENSG00000165671	NSD1
ENSG00000143401	ANP32E
ENSG00000158161	EYA3
ENSG00000187778	MCRS1
ENSG00000067369	TP53BP1
ENSG00000178093	TSSK6
ENSG00000163602	RYBP
ENSG00000061273	HDAC7
ENSG00000183207	RUVBL2
ENSG00000187569	DPPA3
ENSG00000109118	PHF12
ENSG00000168556	ING2
ENSG00000164985	PSIP1
ENSG00000166164	BRD7
ENSG00000108094	CUL2
ENSG00000147099	HDAC8
ENSG00000106443	PHF14
ENSG00000055609	KMT2C
ENSG00000163872	YEATS2
ENSG00000174744	BRMS1
ENSG00000055130	CUL1
ENSG00000141867	BRD4
ENSG00000140382	HMG20A
ENSG00000173575	CHD2
ENSG00000162601	MYSM1
ENSG00000143442	POGZ
ENSG00000197879	MYO1C
ENSG00000184828	ZBTB7C
ENSG00000143379	SETDB1
ENSG00000079999	KEAP1
ENSG00000115592	PRKAG3
ENSG00000171148	TADA3
ENSG00000103510	KAT8
ENSG00000116062	MSH6
ENSG00000143321	HDGF
ENSG00000276234	TADA2A
ENSG00000156374	PCGF6
ENSG00000170485	NPAS2
ENSG00000165732	DDX21
ENSG00000100425	BRD1
ENSG00000106617	PRKAG2
ENSG00000135341	MAP3K7
ENSG00000136938	ANP32B
ENSG00000154229	PRKCA
ENSG00000116455	WDR77
ENSG00000185811	IKZF1
ENSG00000178691	SUZ12
ENSG00000010803	SCMH1
ENSG00000170004	CHD3
ENSG00000140396	NCOA2
ENSG00000070061	IKBKAP
ENSG00000187531	SIRT7
ENSG00000075624	ACTB
ENSG00000159259	CHAF1B
ENSG00000126012	KDM5C
ENSG00000084093	REST
ENSG00000072401	UBE2D1
ENSG00000132646	PCNA
ENSG00000185658	BRWD1
ENSG00000111752	PHC1
ENSG00000198176	TFDP1
ENSG00000142182	DNMT3L
ENSG00000157259	GATAD1
ENSG00000087206	UIMC1
ENSG00000196116	TDRD7
ENSG00000120699	EXOSC8
ENSG00000198730	CTR9
ENSG00000012817	KDM5D
ENSG00000187555	USP7
ENSG00000198879	SFMBT2
ENSG00000205683	DPF3
ENSG00000078403	MLLT10
ENSG00000077684	JADE1
ENSG00000112742	TTK
ENSG00000117115	PADI2
ENSG00000178568	ERBB4
ENSG00000198157	HMGN5
ENSG00000089094	KDM2B
ENSG00000160224	AIRE
ENSG00000119778	ATAD2B
ENSG00000005483	KMT2E
ENSG00000105618	PRPF31
ENSG00000077097	TOP2B
ENSG00000165288	BRWD3
ENSG00000127337	YEATS4
ENSG00000101493	ZNF516
ENSG00000126856	PRDM7
ENSG00000109189	USP46
ENSG00000140455	USP3
ENSG00000127511	SIN3B
ENSG00000170142	UBE2E1
ENSG00000272333	KMT2B
ENSG00000165632	TAF3
ENSG00000087586	AURKA
ENSG00000121988	ZRANB3
ENSG00000204256	BRD2
ENSG00000129873	CDY2B
ENSG00000148204	CRB2
ENSG00000085224	ATRX
ENSG00000176396	EID2
ENSG00000180370	PAK2
ENSG00000066136	NFYC
ENSG00000147854	UHRF2
ENSG00000138738	PRDM5
ENSG00000280789	PAGR1
ENSG00000198890	PRMT6
ENSG00000142619	PADI3
ENSG00000011332	DPF1
ENSG00000123636	BAZ2B
ENSG00000148229	POLE3
ENSG00000085185	BCORL1
ENSG00000074266	EED
ENSG00000114933	INO80D
ENSG00000132510	KDM6B
ENSG00000185515	BRCC3
ENSG00000181929	PRKAG1
ENSG00000196363	WDR5
ENSG00000100784	RPS6KA5
ENSG00000166135	HIF1AN
ENSG00000134686	PHC2
ENSG00000168453	HR
ENSG00000130699	TAF4
ENSG00000139613	SMARCC2
ENSG00000104885	DOT1L
ENSG00000197323	TRIM33
ENSG00000105619	TFPT
ENSG00000182134	TDRKH
ENSG00000131149	GSE1
ENSG00000119638	NEK9
ENSG00000125484	GTF3C4
ENSG00000173531	MST1
ENSG00000070495	JMJD6
ENSG00000133627	ACTR3B
ENSG00000223443	USP17L2
ENSG00000111732	AICDA
ENSG00000104472	CHRAC1
ENSG00000147596	PRDM14
ENSG00000119408	NEK6
ENSG00000075914	EXOSC7
ENSG00000116478	HDAC1
ENSG00000112081	SRSF3
ENSG00000181090	EHMT1
ENSG00000180198	RCC1
ENSG00000117625	RCOR3
ENSG00000118156	ZNF541
ENSG00000101109	STK4
ENSG00000171681	ATF7IP
ENSG00000178028	DMAP1
ENSG00000156858	PRR14
ENSG00000128908	INO80
ENSG00000074657	ZNF532
ENSG00000182415	CDY2A
ENSG00000141510	TP53
ENSG00000064961	HMG20B
ENSG00000100888	CHD8
ENSG00000137413	TAF8
ENSG00000066117	SMARCD1
ENSG00000172352	CDY1B
ENSG00000183337	BCOR
ENSG00000099956	SMARCB1
ENSG00000073614	KDM5A
ENSG00000015171	ZMYND11
ENSG00000124795	DEK
ENSG00000154832	CXXC1
ENSG00000117505	DR1
ENSG00000160310	PRMT2
ENSG00000096968	JAK2
ENSG00000024048	UBR2
ENSG00000187605	TET3
ENSG00000204713	TRIM27
ENSG00000196199	MPHOSPH8
ENSG00000139687	RB1
ENSG00000152455	SUV39H2
ENSG00000153391	INO80C
ENSG00000124422	USP22
ENSG00000071794	HLTF
ENSG00000175792	RUVBL1
ENSG00000122728	TAF1L
ENSG00000129484	PARP2
ENSG00000189403	HMGB1
ENSG00000006712	PAF1
ENSG00000204644	ZFP57
ENSG00000094916	CBX5
ENSG00000121741	ZMYM2
ENSG00000114861	FOXP1
ENSG00000139842	CUL4A
ENSG00000067334	DNTTIP2
ENSG00000171940	ZNF217
ENSG00000164080	RAD54L2
ENSG00000094804	CDC6
ENSG00000172530	BANP
ENSG00000153922	CHD1
ENSG00000196781	TLE1
ENSG00000119335	SET
ENSG00000118245	TNP1
ENSG00000096717	SIRT1
ENSG00000071655	MBD3
ENSG00000108953	YWHAE
ENSG00000136770	DNAJC1
ENSG00000128708	HAT1
ENSG00000139154	AEBP2
ENSG00000140320	BAHD1
ENSG00000133794	ARNTL
ENSG00000096070	BRPF3
ENSG00000095787	WAC
ENSG00000170291	ELP5
ENSG00000156650	KAT6B
ENSG00000036549	ZZZ3
ENSG00000106829	TLE4
ENSG00000165097	KDM1B
ENSG00000100462	PRMT5
ENSG00000163635	ATXN7
ENSG00000115053	NCL
ENSG00000130222	GADD45G
ENSG00000119772	DNMT3A
ENSG00000205531	NAP1L4
ENSG00000255302	EID1
ENSG00000137166	FOXP4
ENSG00000204371	EHMT2
ENSG00000171456	ASXL1
ENSG00000100823	APEX1
ENSG00000189079	ARID2
ENSG00000116717	GADD45A
ENSG00000139620	KANSL2
ENSG00000084676	NCOA1
ENSG00000138336	TET1
ENSG00000167548	KMT2D
ENSG00000204406	MBD5
ENSG00000168283	BMI1
ENSG00000103495	MAZ
ENSG00000176401	EID2B
ENSG00000115289	PCGF1
ENSG00000111642	CHD4
ENSG00000064655	EYA2
ENSG00000148835	TAF5
ENSG00000100084	HIRA
ENSG00000163961	RNF168
ENSG00000057935	MTA3
ENSG00000164169	PRMT9
ENSG00000051180	RAD51
ENSG00000116560	SFPQ
ENSG00000169016	E2F6
ENSG00000131759	RARA
ENSG00000106400	ZNHIT1
ENSG00000185787	MORF4L1
ENSG00000087152	ATXN7L3
ENSG00000123374	CDK2
ENSG00000108773	KAT2A
ENSG00000115524	SF3B1
ENSG00000163840	DTX3L
ENSG00000182952	HMGN4
ENSG00000105146	AURKC
ENSG00000115548	KDM3A
ENSG00000036257	CUL3
ENSG00000080503	SMARCA2
ENSG00000125952	MAX
ENSG00000136891	TEX10
ENSG00000169925	BRD3
ENSG00000067066	SP100
ENSG00000197724	PHF2
ENSG00000111218	PRMT8
ENSG00000119760	SUPT7L
ENSG00000152484	USP12
ENSG00000155827	RNF20
ENSG00000123143	PKN1
ENSG00000116731	PRDM2
ENSG00000169679	BUB1
ENSG00000182568	SATB1
ENSG00000148584	A1CF
ENSG00000188976	NOC2L
ENSG00000223496	EXOSC6
ENSG00000167670	CHAF1A
ENSG00000092201	SUPT16H
ENSG00000111701	APOBEC1
ENSG00000083544	TDRD3
ENSG00000138376	BARD1
ENSG00000137337	MDC1
ENSG00000164190	NIPBL
ENSG00000131747	TOP2A
ENSG00000158290	CUL4B
ENSG00000100749	VRK1
ENSG00000164663	USP49
ENSG00000088305	DNMT3B
ENSG00000159339	PADI4
ENSG00000114738	MAPKAPK3
ENSG00000102221	JADE3
ENSG00000177485	ZBTB33
ENSG00000142623	PADI1
ENSG00000138375	SMARCAL1
ENSG00000111653	ING4
ENSG00000136715	SAP130
ENSG00000005339	CREBBP
ENSG00000185619	PCGF3
